# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	876439	877359	-	WP_137457389.1	WP_137457389.1		hypothetical protein			EYE35_RS04460	921	306	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	877502	878200	+							EYE35_RS04465	699		old_locus_tag=EYE35_04465
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	877502	878200	+	WP_069333246.1	WP_069333246.1		thiamine diphosphokinase			EYE35_RS04465	699	232	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	878142	879065	-							EYE35_RS04470	924		old_locus_tag=EYE35_04470
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	878142	879065	-	WP_069333245.1	WP_069333245.1		DMT family transporter			EYE35_RS04470	924	307	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	879445	880824	-							EYE35_RS04475	1380		old_locus_tag=EYE35_04475
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	879445	880824	-	WP_101328966.1	WP_101328966.1		L-serine ammonia-lyase			EYE35_RS04475	1380	459	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	881265	881432	-							EYE35_RS04480	168		old_locus_tag=EYE35_04480
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	881265	881432	-	WP_115475480.1	WP_115475480.1		hypothetical protein			EYE35_RS04480	168	55	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	881634	882422	+					rpiA		EYE35_RS04485	789		old_locus_tag=EYE35_04485
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	881634	882422	+	WP_137457390.1	WP_137457390.1		ribose-5-phosphate isomerase RpiA	rpiA		EYE35_RS04485	789	262	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	882427	883785	+					gor		EYE35_RS04490	1359		old_locus_tag=EYE35_04490
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	882427	883785	+	WP_137457391.1	WP_137457391.1		glutathione-disulfide reductase	gor		EYE35_RS04490	1359	452	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	883841	885022	+					hflK		EYE35_RS04495	1182		old_locus_tag=EYE35_04495
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	883841	885022	+	WP_069333241.1	WP_069333241.1		FtsH protease activity modulator HflK	hflK		EYE35_RS04495	1182	393	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	885022	886041	+							EYE35_RS04500	1020		old_locus_tag=EYE35_04500
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	885022	886041	+	WP_137457392.1	WP_137457392.1		protease modulator HflC			EYE35_RS04500	1020	339	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	886038	887675	+							EYE35_RS04505	1638		old_locus_tag=EYE35_04505
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	886038	887675	+	WP_101328970.1	WP_101328970.1		DegQ family serine endoprotease			EYE35_RS04505	1638	545	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	887746	888204	-							EYE35_RS04510	459		old_locus_tag=EYE35_04510
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	887746	888204	-	WP_137457393.1	WP_137457393.1		peptidoglycan-binding protein			EYE35_RS04510	459	152	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	888604	889026	-							EYE35_RS04515	423		old_locus_tag=EYE35_04515
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	888604	889026	-	WP_137457394.1	WP_137457394.1		hypothetical protein			EYE35_RS04515	423	140	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	889139	889462	+							EYE35_RS04520	324		old_locus_tag=EYE35_04520
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	889139	889462	+	WP_137457395.1	WP_137457395.1		2Fe-2S iron-sulfur cluster binding domain-containing protein			EYE35_RS04520	324	107	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	889603	890628	-							EYE35_RS04525	1026		old_locus_tag=EYE35_04525
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	889603	890628	-	WP_137457396.1	WP_137457396.1		aldo/keto reductase			EYE35_RS04525	1026	341	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	890671	891099	-							EYE35_RS04530	429		old_locus_tag=EYE35_04530
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	890671	891099	-	WP_137457397.1	WP_137457397.1		hypothetical protein			EYE35_RS04530	429	142	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	891153	892211	-							EYE35_RS04535	1059		old_locus_tag=EYE35_04535
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	891153	892211	-	WP_101328975.1	WP_101328975.1		ATP-binding cassette domain-containing protein			EYE35_RS04535	1059	352	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	892228	893019	-							EYE35_RS04540	792		old_locus_tag=EYE35_04540
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	892228	893019	-	WP_069333232.1	WP_069333232.1		ABC transporter permease			EYE35_RS04540	792	263	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	893016	893897	-							EYE35_RS04545	882		old_locus_tag=EYE35_04545
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	893016	893897	-	WP_009565608.1	WP_009565608.1		ABC transporter permease subunit			EYE35_RS04545	882	293	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	894052	895152	-							EYE35_RS04550	1101		old_locus_tag=EYE35_04550
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	894052	895152	-	WP_137457398.1	WP_137457398.1		ABC transporter substrate-binding protein			EYE35_RS04550	1101	366	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	895423	896427	+							EYE35_RS04555	1005		old_locus_tag=EYE35_04555
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	895423	896427	+	WP_137457399.1	WP_137457399.1		BMP family ABC transporter substrate-binding protein			EYE35_RS04555	1005	334	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	896424	897944	+							EYE35_RS04560	1521		old_locus_tag=EYE35_04560
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	896424	897944	+	WP_137457400.1	WP_137457400.1		ABC transporter ATP-binding protein			EYE35_RS04560	1521	506	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	897934	898977	+							EYE35_RS04565	1044		old_locus_tag=EYE35_04565
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	897934	898977	+	WP_101328979.1	WP_101328979.1		ABC transporter permease			EYE35_RS04565	1044	347	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	899054	900001	+							EYE35_RS04570	948		old_locus_tag=EYE35_04570
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	899054	900001	+	WP_069333216.1	WP_069333216.1		ABC transporter permease			EYE35_RS04570	948	315	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	900001	901278	+							EYE35_RS04575	1278		old_locus_tag=EYE35_04575
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	900001	901278	+	WP_101328980.1	WP_101328980.1		PRK07572 family protein			EYE35_RS04575	1278	425	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	901469	902491	+							EYE35_RS04580	1023		old_locus_tag=EYE35_04580
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	901469	902491	+	WP_137457401.1	WP_137457401.1		AI-2E family transporter			EYE35_RS04580	1023	340	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	902651	903220	+							EYE35_RS04585	570		old_locus_tag=EYE35_04585
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	902651	903220	+	WP_137457402.1	WP_137457402.1		class I SAM-dependent methyltransferase			EYE35_RS04585	570	189	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	903295	904212	+							EYE35_RS04590	918		old_locus_tag=EYE35_04590
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	903295	904212	+	WP_069331329.1	WP_069331329.1		diacylglycerol kinase			EYE35_RS04590	918	305	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	904209	905045	+							EYE35_RS04595	837		old_locus_tag=EYE35_04595
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	904209	905045	+	WP_137457403.1	WP_137457403.1		metallophosphoesterase			EYE35_RS04595	837	278	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	905074	907443	-							EYE35_RS04600	2370		old_locus_tag=EYE35_04600
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	905074	907443	-	WP_137457404.1	WP_137457404.1		EAL domain-containing protein			EYE35_RS04600	2370	789	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	907826	908497	+							EYE35_RS04605	672		old_locus_tag=EYE35_04605
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	907826	908497	+	WP_137457405.1	WP_137457405.1		hypothetical protein			EYE35_RS04605	672	223	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	908531	910897	+					bcsA		EYE35_RS04610	2367		old_locus_tag=EYE35_04610
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	908531	910897	+	WP_137457406.1	WP_137457406.1		UDP-forming cellulose synthase catalytic subunit	bcsA		EYE35_RS04610	2367	788	
gene	pseudogene	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	910897	913071	+							EYE35_RS04615	2175		pseudo;old_locus_tag=EYE35_04615
CDS	without_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	910897	913071	+				cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB			EYE35_RS04615	2175		pseudo
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	913068	914138	+							EYE35_RS04620	1071		old_locus_tag=EYE35_04620
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	913068	914138	+	WP_069331335.1	WP_069331335.1		glycosyl hydrolase family 5			EYE35_RS04620	1071	356	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	914123	915517	+							EYE35_RS04625	1395		old_locus_tag=EYE35_04625
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	914123	915517	+	WP_137457407.1	WP_137457407.1		hypothetical protein			EYE35_RS04625	1395	464	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	915533	916543	-							EYE35_RS04630	1011		old_locus_tag=EYE35_04630
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	915533	916543	-	WP_069333006.1	WP_069333006.1		sensor domain-containing diguanylate cyclase			EYE35_RS04630	1011	336	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	916677	917870	-							EYE35_RS04635	1194		old_locus_tag=EYE35_04635
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	916677	917870	-	WP_137457408.1	WP_137457408.1		NnrS family protein			EYE35_RS04635	1194	397	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	918082	918783	+							EYE35_RS04640	702		old_locus_tag=EYE35_04640
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	918082	918783	+	WP_115475506.1	WP_115475506.1		Crp/Fnr family transcriptional regulator			EYE35_RS04640	702	233	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	918791	919327	-							EYE35_RS04645	537		old_locus_tag=EYE35_04645
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	918791	919327	-	WP_112330359.1	WP_112330359.1		DUF2087 domain-containing protein			EYE35_RS04645	537	178	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	919501	919707	-							EYE35_RS04650	207		old_locus_tag=EYE35_04650
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	919501	919707	-	WP_101326439.1	WP_101326439.1		hypothetical protein			EYE35_RS04650	207	68	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	919857	920309	+							EYE35_RS04655	453		old_locus_tag=EYE35_04655
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	919857	920309	+	WP_137457409.1	WP_137457409.1		cytochrome c			EYE35_RS04655	453	150	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	920323	921663	+							EYE35_RS04660	1341		old_locus_tag=EYE35_04660
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	920323	921663	+	WP_137457410.1	WP_137457410.1		nitric-oxide reductase large subunit			EYE35_RS04660	1341	446	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	921660	922457	+							EYE35_RS04665	798		old_locus_tag=EYE35_04665
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	921660	922457	+	WP_069333012.1	WP_069333012.1		CbbQ/NirQ/NorQ/GpvN family protein			EYE35_RS04665	798	265	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	922462	924336	+							EYE35_RS04670	1875		old_locus_tag=EYE35_04670
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	922462	924336	+	WP_137457411.1	WP_137457411.1		VWA domain-containing protein			EYE35_RS04670	1875	624	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	924338	924511	+							EYE35_RS04675	174		old_locus_tag=EYE35_04675
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	924338	924511	+	WP_015920880.1	WP_015920880.1		hypothetical protein			EYE35_RS04675	174	57	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	924508	924729	+							EYE35_RS04680	222		old_locus_tag=EYE35_04680
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	924508	924729	+	WP_112330353.1	WP_112330353.1		NnrT protein			EYE35_RS04680	222	73	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	924726	925421	+							EYE35_RS04685	696		old_locus_tag=EYE35_04685
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	924726	925421	+	WP_137457412.1	WP_137457412.1		NnrU family protein			EYE35_RS04685	696	231	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	925495	926853	+					hemN		EYE35_RS04690	1359		old_locus_tag=EYE35_04690
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	925495	926853	+	WP_137457413.1	WP_137457413.1		oxygen-independent coproporphyrinogen III oxidase	hemN		EYE35_RS04690	1359	452	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	926902	927645	-							EYE35_RS04695	744		old_locus_tag=EYE35_04695
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	926902	927645	-	WP_017140267.1	WP_017140267.1		response regulator transcription factor			EYE35_RS04695	744	247	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	928042	929421	-							EYE35_RS04700	1380		old_locus_tag=EYE35_04700
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	928042	929421	-	WP_137457414.1	WP_137457414.1		PucC family protein			EYE35_RS04700	1380	459	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	929616	929780	-							EYE35_RS04705	165		old_locus_tag=EYE35_04705
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	929616	929780	-	WP_069332414.1	WP_069332414.1		light-harvesting protein			EYE35_RS04705	165	54	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	929796	929951	-							EYE35_RS04710	156		old_locus_tag=EYE35_04710
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	929796	929951	-	WP_002720479.1	WP_002720479.1		light-harvesting protein			EYE35_RS04710	156	51	
gene	pseudogene	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	929944	930317	-							EYE35_RS04715	374		pseudo;old_locus_tag=EYE35_04715
CDS	without_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	929944	930317	-				hypothetical protein			EYE35_RS04715	374		pseudo
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	930378	931688	-							EYE35_RS04720	1311		old_locus_tag=EYE35_04720
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	930378	931688	-	WP_137457415.1	WP_137457415.1		aspartate aminotransferase family protein			EYE35_RS04720	1311	436	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	931723	932760	-							EYE35_RS04725	1038		old_locus_tag=EYE35_04725
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	931723	932760	-	WP_137457416.1	WP_137457416.1		aminotransferase			EYE35_RS04725	1038	345	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	932965	933792	+							EYE35_RS04730	828		old_locus_tag=EYE35_04730
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	932965	933792	+	WP_137457417.1	WP_137457417.1		urease accessory protein UreD			EYE35_RS04730	828	275	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	933804	934106	+							EYE35_RS04735	303		old_locus_tag=EYE35_04735
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	933804	934106	+	WP_002720475.1	WP_002720475.1		urease subunit gamma			EYE35_RS04735	303	100	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	934157	934462	+							EYE35_RS04740	306		old_locus_tag=EYE35_04740
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	934157	934462	+	WP_015920872.1	WP_015920872.1		urease subunit beta			EYE35_RS04740	306	101	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	934487	934804	+							EYE35_RS04745	318		old_locus_tag=EYE35_04745
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	934487	934804	+	WP_069332418.1	WP_069332418.1		antifreeze protein			EYE35_RS04745	318	105	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	934860	935732	-							EYE35_RS04750	873		old_locus_tag=EYE35_04750
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	934860	935732	-	WP_137457418.1	WP_137457418.1		cytochrome c			EYE35_RS04750	873	290	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	935892	937598	+					ureC		EYE35_RS04755	1707		old_locus_tag=EYE35_04755
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	935892	937598	+	WP_137457419.1	WP_137457419.1		urease subunit alpha	ureC		EYE35_RS04755	1707	568	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	937616	937930	-							EYE35_RS04760	315		old_locus_tag=EYE35_04760
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	937616	937930	-	WP_069332421.1	WP_069332421.1		hypothetical protein			EYE35_RS04760	315	104	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	938019	938567	+					ureE		EYE35_RS04765	549		old_locus_tag=EYE35_04765
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	938019	938567	+	WP_137457420.1	WP_137457420.1		urease accessory protein UreE	ureE		EYE35_RS04765	549	182	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	938564	939196	+							EYE35_RS04770	633		old_locus_tag=EYE35_04770
